"xmlns","series","url","limit","offset","total","RaceTable__season","RaceTable__Races__season","RaceTable__Races__round","RaceTable__Races__url","RaceTable__Races__raceName","RaceTable__Races__Circuit__circuitId","RaceTable__Races__Circuit__url","RaceTable__Races__Circuit__circuitName","RaceTable__Races__Circuit__Location__lat","RaceTable__Races__Circuit__Location__long","RaceTable__Races__Circuit__Location__locality","RaceTable__Races__Circuit__Location__country","RaceTable__Races__date","RaceTable__Races__time","RaceTable__Races__QualifyingResults__number","RaceTable__Races__QualifyingResults__position","RaceTable__Races__QualifyingResults__Driver__driverId","RaceTable__Races__QualifyingResults__Driver__permanentNumber","RaceTable__Races__QualifyingResults__Driver__code","RaceTable__Races__QualifyingResults__Driver__url","RaceTable__Races__QualifyingResults__Driver__givenName","RaceTable__Races__QualifyingResults__Driver__familyName","RaceTable__Races__QualifyingResults__Driver__dateOfBirth","RaceTable__Races__QualifyingResults__Driver__nationality","RaceTable__Races__QualifyingResults__Constructor__constructorId","RaceTable__Races__QualifyingResults__Constructor__url","RaceTable__Races__QualifyingResults__Constructor__name","RaceTable__Races__QualifyingResults__Constructor__nationality","RaceTable__Races__QualifyingResults__Q1","RaceTable__Races__QualifyingResults__Q2","RaceTable__Races__QualifyingResults__Q3"
"","","","","","","","","","","","","","","","","","","","","77","4","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:21.381","1:20.427","1:19.656"
"","","","","","","","","","","","","","","","","","","","","33","5","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:21.381","1:20.333","1:20.615"
"","","","","","","","","","","","","","","","","","","","","8","6","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:21.887","1:21.239","1:20.936"
"","","","","","","","","","","","","","","","","","","","","55","7","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:21.732","1:21.552","1:21.041"
"","","","","","","","","","","","","","","","","","","","","31","8","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:21.570","1:21.315","1:21.099"
"","","","","","","","","","","","","","","","","","","","","10","9","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:21.834","1:21.667","1:21.350"
"","","","","","","","","","","","","","","","","","","","","18","10","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:21.838","1:21.494","1:21.627"
"","","","","","","","","","","","","","","","","","","","","20","11","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:21.783","1:21.669",""
"","","","","","","","","","","","","","","","","","","","","35","12","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:21.813","1:21.732",""
"","","","","","","","","","","","","","","","","","","","","14","13","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:21.850","1:22.568",""
"","","","","","","","","","","","","","","","","","","","","27","14","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:21.801","",""
"","","","","","","","","","","","","","","","","","","","","3","15","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:21.280","",""
"","","","","","","","","","","","","","","","","","","","","11","16","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:21.888","",""
"","","","","","","","","","","","","","","","","","","","","16","17","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:21.889","",""
"","","","","","","","","","","","","","","","","","","","","28","18","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:21.934","",""
"","","","","","","","","","","","","","","","","","","","","9","19","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:22.048","",""
"","","","","","","","","","","","","","","","","","","","","2","20","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:22.085","",""
"","","","","","","","2018","15","https://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix","Singapore Grand Prix","marina_bay","http://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit","Marina Bay Street Circuit","1.2914","103.864","Marina Bay","Singapore","2018-09-16","12:10:00Z","44","1","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:39.403","1:37.344","1:36.015"
"","","","","","","","","","","","","","","","","","","","","33","2","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:38.751","1:37.214","1:36.334"
"","","","","","","","","","","","","","","","","","","","","5","3","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:38.218","1:37.876","1:36.628"
"","","","","","","","","","","","","","","","","","","","","77","4","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:39.291","1:37.254","1:36.702"
"","","","","","","","","","","","","","","","","","","","","7","5","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:38.534","1:37.194","1:36.794"
"","","","","","","","","","","","","","","","","","","","","3","6","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:38.153","1:37.406","1:36.996"
"","","","","","","","","","","","","","","","","","","","","11","7","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:38.814","1:38.342","1:37.985"
"","","","","","","","","","","","","","","","","","","","","8","8","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:38.685","1:38.367","1:38.320"
"","","","","","","","","","","","","","","","","","","","","31","9","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:38.912","1:38.534","1:38.365"
"","","","","","","","","","","","","","","","","","","","","27","10","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:38.932","1:38.450","1:38.588"
"","","","","","","","","","","","","","","","","","","","","14","11","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:39.022","1:38.641",""
"","","","","","","","","","","","","","","","","","","","","55","12","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:39.103","1:38.716",""
"","","","","","","","","","","","","","","","","","","","","16","13","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:39.206","1:38.747",""
"","","","","","","","","","","","","","","","","","","","","9","14","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:39.366","1:39.453",""
"","","","","","","","","","","","","","","","","","","","","10","15","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:39.614","1:39.691",""
"","","","","","","","","","","","","","","","","","","","","20","16","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:39.644","",""
"","","","","","","","","","","","","","","","","","","","","28","17","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:39.809","",""
"","","","","","","","","","","","","","","","","","","","","2","18","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:39.864","",""
"","","","","","","","","","","","","","","","","","","","","35","19","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:41.263","",""
"","","","","","","","","","","","","","","","","","","","","18","20","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:41.334","",""
"","","","","","","","2018","16","https://en.wikipedia.org/wiki/2018_Russian_Grand_Prix","Russian Grand Prix","sochi","http://en.wikipedia.org/wiki/Sochi_Autodrom","Sochi Autodrom","43.4057","39.9578","Sochi","Russia","2018-09-30","11:10:00Z","77","1","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:32.964","1:32.744","1:31.387"
"","","","","","","","","","","","","","","","","","","","","44","2","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:32.410","1:32.595","1:31.532"
"","","","","","","","","","","","","","","","","","","","","5","3","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:33.476","1:33.045","1:31.943"
"","","","","","","","","","","","","","","","","","","","","7","4","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:33.341","1:33.065","1:32.237"
"","","","","","","","","","","","","","","","","","","","","20","5","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:34.078","1:33.747","1:33.181"
"","","","","","","","","","","","","","","","","","","","","31","6","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:34.290","1:33.596","1:33.413"
"","","","","","","","","","","","","","","","","","","","","16","7","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:33.924","1:33.488","1:33.419"
"","","","","","","","","","","","","","","","","","","","","11","8","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:34.084","1:33.923","1:33.563"
"","","","","","","","","","","","","","","","","","","","","8","9","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:34.022","1:33.517","1:33.704"
"","","","","","","","","","","","","","","","","","","","","9","10","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:34.170","1:33.995","1:35.196"
"","","","","","","","","","","","","","","","","","","","","33","11","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:33.048","",""
"","","","","","","","","","","","","","","","","","","","","3","12","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:33.247","",""
"","","","","","","","","","","","","","","","","","","","","10","13","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:34.383","",""
"","","","","","","","","","","","","","","","","","","","","55","14","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:34.626","",""
"","","","","","","","","","","","","","","","","","","","","27","15","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:34.655","",""
"","","","","","","","","","","","","","","","","","","","","28","16","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:35.037","",""
"","","","","","","","","","","","","","","","","","","","","14","17","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:35.504","",""
"","","","","","","","","","","","","","","","","","","","","35","18","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:35.612","",""
"","","","","","","","","","","","","","","","","","","","","2","19","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:35.977","",""
"","","","","","","","","","","","","","","","","","","","","28","20","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:36.437","",""
"","","","","","","","2018","17","https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix","Japanese Grand Prix","suzuka","http://en.wikipedia.org/wiki/Suzuka_Circuit","Suzuka Circuit","34.8431","136.541","Suzuka","Japan","2018-10-07","05:10:00Z","44","1","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:28.702","1:28.017","1:27.760"
"","","","","","","","","","","","","","","","","","","","","77","2","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:29.297","1:27.987","1:28.059"
"","","","","","","","","","","","","","","","","","","","","33","3","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:29.480","1:28.849","1:29.057"
"","","","","","","","","","","","","","","","","","","","","7","4","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:29.631","1:28.595","1:29.521"
"","","","","","","","","","","","","","","","","","","","","8","5","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:29.724","1:29.678","1:29.761"
"","","","","","","","","","","","","","","","","","","","","28","6","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:30.248","1:29.848","1:30.023"
"","","","","","","","","","","","","","","","","","","","","10","7","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:30.137","1:29.810","1:30.093"
"","","","","","","","","","","","","","","","","","","","","31","8","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:29.899","1:29.538","1:30.126"
"","","","","","","","","","","","","","","","","","","","","5","9","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:29.049","1:28.279","1:32.192"
"","","","","","","","","","","","","","","","","","","","","11","10","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:30.247","1:29.567","1:37.229"
"","","","","","","","","","","","","","","","","","","","","16","11","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:29.706","1:29.864",""
"","","","","","","","","","","","","","","","","","","","","20","12","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:30.219","1:30.226",""
"","","","","","","","","","","","","","","","","","","","","55","13","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:30.236","1:30.490",""
"","","","","","","","","","","","","","","","","","","","","18","14","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:30.317","1:30.714",""
"","","","","","","","","","","","","","","","","","","","","3","15","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:29.806","",""
"","","","","","","","","","","","","","","","","","","","","27","16","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:30.361","",""
"","","","","","","","","","","","","","","","","","","","","35","17","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","1:30.372","",""
"","","","","","","","","","","","","","","","","","","","","14","18","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:30.573","",""
"","","","","","","","","","","","","","","","","","","","","2","19","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","1:31.041","",""
"","","","","","","","","","","","","","","","","","","","","9","20","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:31.213","",""
"","","","","","","","2018","18","https://en.wikipedia.org/wiki/2018_United_States_Grand_Prix","United States Grand Prix","americas","http://en.wikipedia.org/wiki/Circuit_of_the_Americas","Circuit of the Americas","30.1328","-97.6411","Austin","USA","2018-10-21","18:10:00Z","44","1","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:34.130","1:33.480","1:32.237"
"","","","","","","","","","","","","","","","","","","","","5","2","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:34.569","1:33.079","1:32.298"
"","","","","","","","","","","","","","","","","","","","","7","3","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","1:34.703","1:32.884","1:32.307"
"","","","","","","","","","","","","","","","","","","","","77","4","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1:34.518","1:33.702","1:32.616"
"","","","","","","","","","","","","","","","","","","","","3","5","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1:34.755","1:34.185","1:33.494"
"","","","","","","","","","","","","","","","","","","","","31","6","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:34.876","1:34.522","1:34.145"
"","","","","","","","","","","","","","","","","","","","","27","7","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:34.932","1:34.564","1:34.215"
"","","","","","","","","","","","","","","","","","","","","8","8","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:34.892","1:34.419","1:34.250"
"","","","","","","","","","","","","","","","","","","","","16","9","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","1:35.069","1:34.255","1:34.420"
"","","","","","","","","","","","","","","","","","","","","11","10","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","1:35.193","1:34.525","1:34.594"
"","","","","","","","","","","","","","","","","","","","","55","11","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","1:34.891","1:34.566",""
"","","","","","","","","","","","","","","","","","","","","20","12","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","1:34.972","1:34.732",""
"","","","","","","","","","","","","","","","","","","","","10","13","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","1:34.850","",""
